lat,lon,year,subregion,country,cause,route,origin,toll
31.650259,-110.366453,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Guatemala,1
31.59713,-111.73756,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.94026,-113.01125,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.506777,-109.315632,2014,Norteamérica,United States of America,Violencia,Frontera EE.UU.-México,Mexico,1
32.45435,-113.18402,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.478317,-113.182833,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.81154,-111.01101,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.174017,-112.174583,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.40291,-113.02935,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
32.159,-112.919,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.481483,-111.654933,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.481683,-111.654933,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
26.116,-80.0,2014,Caribe,United States of America,Ahogamiento,Caribe hacia EE.UU.,Haiti,1
31.8054,-111.854867,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.992833,-111.385833,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.17305,-112.20211,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.00768,-112.1726,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.587899,-116.850999,2014,Norteamérica,United States of America,Violencia,Frontera EE.UU.-México,Mexico,1
18.4505,-68.0,2014,Caribe,Dominican Republic,Ahogamiento,Haití a Rep. Dominicana,Haiti,8
31.82214,-111.96383,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.08795,-112.58407,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.0885,-112.44956,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.759,-110.51916,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Guatemala,1
31.6904,-106.425,2014,Centroamérica,Mexico,Violencia,Frontera EE.UU.-México,Ecuador,1
26.811203,-97.748199,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,El Salvador,1
31.789033,-112.114583,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
32.1386,-112.326,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.558,-111.183,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.94755,-112.06415,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.85666,-111.62433,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
16.2299602,-92.0,2014,Centroamérica,Mexico,Accidente de transporte,Sin ruta registrada,Guatemala,1
31.688867,-111.862733,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.3085,-111.7528,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.33271,-110.93813,2014,Norteamérica,United States of America,Muerte accidental,Frontera EE.UU.-México,El Salvador,1
31.354017,-110.989383,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
32.03171,-112.42503,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.836217,-111.9419,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.12865,-111.330983,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.178733,-112.5039,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.09045,-112.246033,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
16.242196,-94.0,2014,Centroamérica,Mexico,Violencia,Sin ruta registrada,Honduras,4
32.1886,-113.0037,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.1833,-112.9961,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.99887,-110.862595,2014,Norteamérica,United States of America,Violencia,Frontera EE.UU.-México,Mexico,1
31.467633,-110.793333,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Mexico,1
31.59867,-111.43782,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
18.3079,-70.0,2014,Caribe,Dominican Republic,Ahogamiento,Sin ruta registrada,Desconocido,9
31.58023,-111.79283,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.12555,-112.868,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.75233,-111.97016,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.692369,-110.360473,2014,Norteamérica,United States of America,Violencia,Frontera EE.UU.-México,Desconocido,1
31.95283,-112.34965,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
31.61445,-111.68357,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.46313,-111.6213,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.0667,-113.1525,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.34675,-109.4814,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
32.437783,-111.636383,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.437983,-111.636383,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.62445,-111.3423,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.334397,-110.96816,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Mexico,1
32.564183,-111.670617,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.906667,-112.0059,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
32.23316,-112.959966,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.05,-112.9,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
32.48843,-112.59816,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.778767,-111.396767,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
32.833333,-113.75,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.914994,-111.875669,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.84452,-111.86507,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.14323,-112.58124,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.78543,-111.86321,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
31.49908,-111.40091,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
27.153103,-98.161338,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.16403,-111.71384,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
32.17175,-111.20567,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.4275,-111.64305,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.49936,-112.21016,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.39289,-111.00497,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.6739,-111.84799,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.629327,-111.78697,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
32.375917,-112.12716,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.081967,-112.737717,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
18.130861,-95.0,2014,Centroamérica,Mexico,Accidente de transporte,Sin ruta registrada,Desconocido,1
32.316,-111.863817,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
26.926356,-97.709747,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,El Salvador,1
26.998573,-98.186279,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,El Salvador,1
31.62332,-111.69537,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
26.990008,-98.187652,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Guatemala,1
32.03617,-113.00065,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
26.955738,-98.033844,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Guatemala,1
31.651,-111.6385,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.37387,-113.14252,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
32.532056,-111.533472,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.6488,-110.697817,2014,Norteamérica,United States of America,Muerte accidental,Frontera EE.UU.-México,Mexico,1
32.83222,-112.05419,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.949573,-112.871417,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
18.539117,-96.606006,2014,Centroamérica,Mexico,Accidente de transporte,Sin ruta registrada,Desconocido,1
32.26839,-111.4741,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
32.04927,-111.56971,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.54141,-111.526,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.197083,-113.05333,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.685017,-111.997183,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.63525,-111.78028,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.489567,-111.461233,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
25.8709,-80.0,2014,Caribe,United States of America,Ahogamiento,Caribe hacia EE.UU.,Cuba,9
26.2937,-80.0,2014,Caribe,United States of America,Ahogamiento,Caribe hacia EE.UU.,Haiti,1
32.03905,-112.12708,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.299867,-111.47552,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
18.3459,-67.8186,2014,Caribe,Puerto Rico,Ahogamiento,Sin ruta registrada,Rep. Dominicana,23
27.033656,-98.233616,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,44
23.6244,-86.2866,2014,Caribe,Mexico,Mixta o desconocida,Sin ruta registrada,Cuba,17
19.1452,-101.074,2014,Centroamérica,Mexico,Mixta o desconocida,Sin ruta registrada,El Salvador,64
21.897364,-88.384764,2014,Centroamérica,Mexico,Ahogamiento,Sin ruta registrada,Cuba,2
31.93067,-112.07349,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
31.33915,-109.549239,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.00936,-113.02776,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
18.600776,-98.463359,2014,Centroamérica,Mexico,Accidente de transporte,Sin ruta registrada,Desconocido,1
32.35267,-113.163509,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
26.185052,-98.379882,2014,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Mexico,1
32.6185,-112.33998,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
31.76753,-112.051033,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.75811,-111.68045,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.15356,-112.02004,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.1823,-113.1603,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.763,-111.9822,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
25.7529,-79.8528,2014,Caribe,United States of America,Ahogamiento,Caribe hacia EE.UU.,Desconocido,2
30.5398333,-111.1196215,2014,Centroamérica,Mexico,Accidente de transporte,Sin ruta registrada,Desconocido,1
24.5671,-80.321,2014,Caribe,United States of America,Ahogamiento,Caribe hacia EE.UU.,Cuba,2
23.6345,-102.553,2014,Centroamérica,Mexico,Mixta o desconocida,Sin ruta registrada,Guatemala,41
23.6445,-80.2881,2014,Caribe,Cuba,Ahogamiento,Caribe hacia EE.UU.,Cuba,1
32.920733,-112.24025,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.54435,-112.590033,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
33.406483,-111.7932,2014,Norteamérica,United States of America,Violencia,Frontera EE.UU.-México,Desconocido,1
32.867583,-112.529133,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
33.328533,-112.20325,2014,Norteamérica,United States of America,Violencia,Frontera EE.UU.-México,Desconocido,1
32.767733,-112.493383,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.889083,-113.05275,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.785367,-112.5716,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.773417,-113.022283,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.799933,-112.603117,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.11158,-112.70088,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
33.286833,-113.100567,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.363417,-109.9977,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.7237,-111.4236,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.443117,-111.630167,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.7641,-112.184983,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.854167,-112.5388,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.21341,-111.37118,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.100767,-111.140983,2014,Norteamérica,United States of America,Violencia,Frontera EE.UU.-México,Desconocido,1
32.49773,-113.03201,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.890617,-112.7889,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.652667,-112.736483,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.75902,-111.63283,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.916783,-112.937883,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.76492,-111.02039,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.75662,-111.76598,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.530333,-110.973083,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.303726,-109.379947,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
31.585083,-111.095583,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.223531,-113.111221,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.672801,-111.834361,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.983401,-112.750001,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.789117,-112.20065,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.436583,-112.67935,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.046333,-113.040883,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.0405,-112.6999,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.62241,-111.84954,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.22804,-112.590416,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
26.8342,-98.2662,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
27.2169,-98.1868,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.6595,-111.641,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
25.875,-97.4485,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
27.8525,-98.9322,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
31.5966,-111.7345,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
27.0395,-98.2945,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
32.174,-112.1746,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.4029,-113.0294,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
27.2444,-98.3095,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Mexico,1
27.246,-98.3493,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
27.0776,-98.1143,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
32.4653,-111.6416,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
30.1836,-104.1565,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
26.2144,-98.4387,2014,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
26.9325,-98.3777,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Mexico,1
26.9551,-98.2349,2014,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Guatemala,1
27.0438,-98.0257,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
27.741,-97.5147,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Mexico,1
27.2326,-98.4616,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Guatemala,1
28.884,-100.5896,2014,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Mexico,1
26.0889,-98.2482,2014,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Guatemala,1
26.0872,-98.2435,2014,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Guatemala,1
27.3333,-99.5025,2014,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Mexico,1
32.7009,-116.0343,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
27.3725,-99.4972,2014,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
26.9918,-98.4202,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Mexico,1
27.1709,-98.175,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
30.7629,-105.0529,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
30.7629,-105.0529,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
32.1731,-112.2021,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
27.1907,-97.9588,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Guatemala,1
32.1475,-112.7493,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
26.0724,-98.2467,2014,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Guatemala,1
27.4818,-99.4788,2014,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
31.789,-112.1146,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
26.1037,-98.3057,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
27.2597,-98.6292,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
32.1386,-112.3261,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
27.1511,-98.4532,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Honduras,1
27.1139,-98.4517,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,El Salvador,1
32.3156,-113.3852,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Desconocido,1
25.8824,-97.486,2014,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
27.1832,-98.1472,2014,Norteamérica,United States of America,Accidente de transporte,Frontera EE.UU.-México,Mexico,1
27.1832,-98.1472,2014,Norteamérica,United States of America,Accidente de transporte,Frontera EE.UU.-México,Mexico,1
28.0342,-99.3559,2014,Norteamérica,United States of America,Accidente de transporte,Frontera EE.UU.-México,El Salvador,1
32.5407,-117.0593,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
27.0681,-98.2269,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,El Salvador,1
27.2086,-98.0921,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
27.2231,-98.4291,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,El Salvador,1
27.2469,-97.8543,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Guatemala,1
31.8362,-111.9419,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
27.3366,-98.2731,2014,Norteamérica,United States of America,Accidente de transporte,Frontera EE.UU.-México,El Salvador,1
27.3366,-98.2731,2014,Norteamérica,United States of America,Accidente de transporte,Frontera EE.UU.-México,Guatemala,1
32.0317,-112.425,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.0981,-112.2461,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
28.2909,-99.7013,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Mexico,1
28.7121,-100.5078,2014,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
31.741,-112.1679,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
32.1886,-113.0037,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
31.5802,-111.7928,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
27.1816,-98.1618,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
26.4254,-99.0548,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Mexico,1
28.7378,-100.5065,2014,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
26.1875,-98.4202,2014,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Mexico,1
27.2748,-99.4949,2014,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
28.6952,-100.3152,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Guatemala,1
31.7523,-111.9702,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
28.1438,-100.0296,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,Mexico,1
29.8676,-101.9344,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
32.8606,-112.413,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
27.0021,-97.7735,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
27.1661,-98.0087,2014,Norteamérica,United States of America,Condiciones ambientales extremas,Frontera EE.UU.-México,El Salvador,1
27.1534,-98.0018,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
27.0984,-97.9301,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Mexico,1
31.6145,-111.6836,2014,Norteamérica,United States of America,Mixta o desconocida,Frontera EE.UU.-México,Desconocido,1
25.883,-97.4691,2014,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Mexico,1
26.13,-98.3144,2014,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Honduras,1
26.1379,-98.3143,2014,Norteamérica,United States of America,Ahogamiento,Frontera EE.UU.-México,Desconocido,1
